date,team,site,o:team,line,total
20201222,Lakers,home,Clippers,-2.0,219.5
20201222,Clippers,away,Lakers,2.0,219.5
20201222,Nets,home,Warriors,-7.0,235.0
20201222,Warriors,away,Nets,7.0,235.0
20201223,Bulls,home,Hawks,2.0,233.5
20201223,Hawks,away,Bulls,-2.0,233.5
20201223,Cavaliers,home,Hornets,2.5,217.5
20201223,Hornets,away,Cavaliers,-2.5,217.5
20201223,Celtics,home,Bucks,4.5,223.5
20201223,Bucks,away,Celtics,-4.5,223.5
20201223,Grizzlies,home,Spurs,-2.0,230.0
20201223,Spurs,away,Grizzlies,2.0,230.0
20201223,Magic,home,Heat,4.5,218.0
20201223,Heat,away,Magic,-4.5,218.0
20201223,Nuggets,home,Kings,-7.5,226.0
20201223,Kings,away,Nuggets,7.5,226.0
20201223,Pacers,home,Knicks,-7.5,216.0
20201223,Knicks,away,Pacers,7.5,216.0
20201223,Raptors,home,Pelicans,-4.0,229.5
20201223,Pelicans,away,Raptors,4.0,229.5
20201223,Seventysixers,home,Wizards,-7.0,230.5
20201223,Wizards,away,Seventysixers,7.0,230.5
20201223,Suns,home,Mavericks,-1.5,232.5
20201223,Mavericks,away,Suns,1.5,232.5
20201223,Timberwolves,home,Pistons,-5.0,224.0
20201223,Pistons,away,Timberwolves,5.0,224.0
20201223,Trailblazers,home,Jazz,2.0,226.0
20201223,Jazz,away,Trailblazers,-2.0,226.0
20201225,Bucks,home,Warriors,-10.5,230.5
20201225,Warriors,away,Bucks,10.5,230.5
20201225,Celtics,home,Nets,3.0,230.0
20201225,Nets,away,Celtics,-3.0,230.0
20201225,Heat,home,Pelicans,-3.0,222.0
20201225,Pelicans,away,Heat,3.0,222.0
20201225,Lakers,home,Mavericks,-6.5,227.0
20201225,Mavericks,away,Lakers,6.5,227.0
20201225,Nuggets,home,Clippers,3.5,226.5
20201225,Clippers,away,Nuggets,-3.5,226.5
20201226,Bulls,home,Pacers,6.0,223.5
20201226,Pacers,away,Bulls,-6.0,223.5
20201226,Grizzlies,home,Hawks,-2.5,239.0
20201226,Hawks,away,Grizzlies,2.5,239.0
20201226,Hornets,home,Thunder,-3.0,219.0
20201226,Thunder,away,Hornets,3.0,219.0
20201226,Jazz,home,Timberwolves,-9.0,229.0
20201226,Timberwolves,away,Jazz,9.0,229.0
20201226,Kings,home,Suns,3.5,227.5
20201226,Suns,away,Kings,-3.5,227.5
20201226,Knicks,home,Seventysixers,8.0,215.0
20201226,Seventysixers,away,Knicks,-8.0,215.0
20201226,Pistons,home,Cavaliers,-1.5,214.5
20201226,Cavaliers,away,Pistons,1.5,214.5
20201226,Spurs,home,Raptors,2.5,228.5
20201226,Raptors,away,Spurs,-2.5,228.5
20201226,Trailblazers,home,Rockets,-8.0,225.5
20201226,Rockets,away,Trailblazers,8.0,225.5
20201226,Wizards,home,Magic,-2.0,232.5
20201226,Magic,away,Wizards,2.0,232.5
20201227,Bulls,home,Warriors,3.5,229.0
20201227,Warriors,away,Bulls,-3.5,229.0
20201227,Cavaliers,home,Seventysixers,5.5,217.0
20201227,Seventysixers,away,Cavaliers,-5.5,217.0
20201227,Clippers,home,Mavericks,-3.0,226.5
20201227,Mavericks,away,Clippers,3.0,226.5
20201227,Hornets,home,Nets,11.5,233.5
20201227,Nets,away,Hornets,-11.5,233.5
20201227,Kings,home,Suns,3.5,226.0
20201227,Suns,away,Kings,-3.5,226.0
20201227,Knicks,home,Bucks,13.0,222.5
