GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21600001,1610612739,CLE,Cleveland,2544,LeBron James,LeBron,F,,32:23,0.522,0.179,0.159,0.3,0.364,0.203,0.193,0.256
21600001,1610612739,CLE,Cleveland,201567,Kevin Love,Kevin,F,,24:59,0.51,0.28,0.138,0.286,0.333,0.222,0.243,0.281
21600001,1610612739,CLE,Cleveland,202684,Tristan Thompson,Tristan,C,,22:25,0.5,0.313,0.097,0.381,0.475,0.15,0.214,0.261
21600001,1610612739,CLE,Cleveland,2747,JR Smith,JR,G,,25:14,0.528,0.075,0.141,0.286,0.413,0.261,0.191,0.29
21600001,1610612739,CLE,Cleveland,202681,Kyrie Irving,Kyrie,G,,29:48,0.515,0.06,0.108,0.367,0.5,0.24,0.199,0.259
21600001,1610612739,CLE,Cleveland,2210,Richard Jefferson,Richard,,,25:47,0.563,0.167,0.177,0.278,0.349,0.326,0.173,0.2
21600001,1610612739,CLE,Cleveland,202697,Iman Shumpert,Iman,,,13:51,0.52,0.16,0.26,0.5,0.63,0.261,0.145,0.167
21600001,1610612739,CLE,Cleveland,2399,Mike Dunleavy,Mike,,,22:32,0.618,0.395,0.144,0.176,0.369,0.238,0.162,0.2
21600001,1610612739,CLE,Cleveland,101112,Channing Frye,Channing,,,14:08,0.673,0.077,0.143,0.273,0.423,0.308,0.105,0.286
21600001,1610612739,CLE,Cleveland,203895,Jordan McRae,Jordan,,,5:50,0.55,0.2,0.084,0.0,0.423,0.154,0.144,0.286
21600001,1610612739,CLE,Cleveland,202732,DeAndre Liggins,DeAndre,,,12:00,0.722,0.611,0.116,0.0,0.404,0.154,0.075,0.2
21600001,1610612739,CLE,Cleveland,2365,Chris Andersen,Chris,,,5:34,0.55,0.2,0.084,0.0,0.5,0.182,0.155,0.2
21600001,1610612739,CLE,Cleveland,2592,James Jones,James,,,5:30,0.55,0.2,0.084,0.0,0.5,0.182,0.155,0.2
21600001,1610612752,NYK,New York,2546,Carmelo Anthony,Carmelo,F,,30:05,0.445,0.145,0.208,0.257,0.533,0.197,0.121,0.32
21600001,1610612752,NYK,New York,204001,Kristaps Porzingis,Kristaps,F,,32:48,0.425,0.2,0.178,0.25,0.565,0.21,0.163,0.24
21600001,1610612752,NYK,New York,201149,Joakim Noah,Joakim,C,,19:31,0.5,0.216,0.173,0.35,0.525,0.075,0.124,0.333
21600001,1610612752,NYK,New York,201584,Courtney Lee,Courtney,G,,19:37,0.3,0.171,0.271,0.308,0.455,0.136,0.129,0.333
21600001,1610612752,NYK,New York,201565,Derrick Rose,Derrick,G,,29:35,0.411,0.179,0.192,0.27,0.561,0.193,0.177,0.25
21600001,1610612752,NYK,New York,201943,Brandon Jennings,Brandon,,,21:14,0.4,0.25,0.113,0.217,0.577,0.359,0.111,0.294
21600001,1610612752,NYK,New York,203124,Kyle O'Quinn,Kyle,,,15:24,0.42,0.24,0.214,0.154,0.441,0.235,0.058,0.294
21600001,1610612752,NYK,New York,202498,Lance Thomas,Lance,,,16:37,0.417,0.333,0.268,0.214,0.529,0.118,0.206,0.357
21600001,1610612752,NYK,New York,203200,Justin Holiday,Justin,,,26:27,0.439,0.286,0.109,0.2,0.641,0.283,0.204,0.278
21600001,1610612752,NYK,New York,1626195,Willy Hernangomez,Willy,,,9:26,0.361,0.333,0.139,0.222,0.474,0.211,0.101,0.273
21600001,1610612752,NYK,New York,2756,Sasha Vujacic,Sasha,,,3:18,0.3,0.8,0.129,0.0,0.667,0.333,0.0,0.0
21600001,1610612752,NYK,New York,1627851,Mindaugas Kuzminskas,Mindaugas,,,9:14,0.444,0.333,0.097,0.222,0.688,0.125,0.106,0.0
21600001,1610612752,NYK,New York,1627758,Ron Baker,Ron,,,6:44,0.5,0.154,0.134,0.167,0.667,0.25,0.07,0.0
21600002,1610612757,POR,Portland,203090,Maurice Harkless,Maurice,F,,22:21,0.641,0.25,0.184,0.0,0.628,0.333,0.126,0.188
21600002,1610612757,POR,Portland,202329,Al-Farouq Aminu,Al-Farouq,F,,28:24,0.611,0.311,0.127,0.158,0.611,0.311,0.125,0.1
21600002,1610612757,POR,Portland,203486,Mason Plumlee,Mason,C,,14:34,0.65,0.15,0.19,0.0,0.587,0.391,0.107,0.222
21600002,1610612757,POR,Portland,203468,CJ McCollum,CJ,G,,34:36,0.64,0.38,0.166,0.158,0.491,0.286,0.178,0.12
21600002,1610612757,POR,Portland,203081,Damian Lillard,Damian,G,,35:25,0.616,0.268,0.131,0.136,0.585,0.237,0.103,0.154
21600002,1610612757,POR,Portland,202323,Evan Turner,Evan,,,26:01,0.557,0.273,0.117,0.211,0.51,0.042,0.154,0.263
21600002,1610612757,POR,Portland,203459,Allen Crabbe,Allen,,,29:09,0.563,0.292,0.125,0.238,0.481,0.057,0.14,0.217
21600002,1610612757,POR,Portland,202334,Ed Davis,Ed,,,24:07,0.618,0.368,0.133,0.357,0.417,0.119,0.163,0.15
21600002,1610612757,POR,Portland,203943,Noah Vonleh,Noah,,,16:06,0.64,0.32,0.131,0.25,0.429,0.071,0.207,0.182
21600002,1610612757,POR,Portland,203086,Meyers Leonard,Meyers,,,9:15,0.529,0.176,0.098,0.0,0.765,0.118,0.151,0.167
21600002,1610612757,POR,Portland,1626192,Pat Connaughton,Pat,,DNP - Coach's Decision,,,,,,,,,
21600002,1610612757,POR,Portland,1627774,Jake Layman,Jake,,DNP - Coach's Decision,,,,,,,,,
21600002,1610612757,POR,Portland,203894,Shabazz Napier,Shabazz,,DNP - Coach's Decision,,,,,,,,,
21600002,1610612762,UTA,Utah,2207,Joe Johnson,Joe,F,,30:30,0.57,0.28,0.116,0.136,0.606,0.34,0.167,0.19
21600002,1610612762,UTA,Utah,2564,Boris Diaw,Boris,F,,32:10,0.577,0.269,0.129,0.182,0.61,0.24,0.163,0.19
21600002,1610612762,UTA,Utah,203497,Rudy Gobert,Rudy,C,,40:57,0.583,0.222,0.108,0.179,0.613,0.274,0.119,0.12
21600002,1610612762,UTA,Utah,203918,Rodney Hood,Rodney,G,,37:39,0.561,0.227,0.116,0.148,0.605,0.263,0.14,0.083
21600002,1610612762,UTA,Utah,201588,George Hill,George,G,,38:45,0.591,0.212,0.106,0.185,0.612,0.328,0.124,0.13
21600002,1610612762,UTA,Utah,204060,Joe Ingles,Joe,,,14:06,0.46,0.04,0.151,0.3,0.587,0.261,0.039,0.125
21600002,1610612762,UTA,Utah,1626168,Trey Lyles,Trey,,,17:55,0.455,0.061,0.206,0.2,0.603,0.276,0.087,0.1
21600002,1610612762,UTA,Utah,202714,Shelvin Mack,Shelvin,,,14:48,0.5,0.115,0.21,0.091,0.596,0.269,0.161,0.333
21600002,1610612762,UTA,Utah,203481,Jeff Withey,Jeff,,,4:51,0.143,0.0,0.3,0.0,0.556,0.333,0.325,0.5
21600002,1610612762,UTA,Utah,203957,Dante Exum,Dante,,,8:20,0.231,0.077,0.38,0.25,0.643,0.5,0.21,0.4
21600002,1610612762,UTA,Utah,1627762,Joel Bolomboy,Joel,,DNP - Coach's Decision,,,,,,,,,
