GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21400001,1610612740,NOP,New Orleans,201936,Tyreke Evans,Tyreke,F,,34:40,0.388,0.237,0.103,0.442,0.414,0.172,0.223,0.286
21400001,1610612740,NOP,New Orleans,203076,Anthony Davis,Anthony,F,,36:20,0.447,0.276,0.097,0.4,0.389,0.206,0.193,0.263
21400001,1610612740,NOP,New Orleans,201600,Omer Asik,Omer,C,,33:30,0.421,0.314,0.1,0.378,0.444,0.185,0.214,0.219
21400001,1610612740,NOP,New Orleans,201569,Eric Gordon,Eric,G,,31:31,0.437,0.302,0.126,0.39,0.38,0.148,0.224,0.273
21400001,1610612740,NOP,New Orleans,201950,Jrue Holiday,Jrue,G,,27:02,0.455,0.196,0.116,0.429,0.415,0.17,0.206,0.296
21400001,1610612740,NOP,New Orleans,201583,Ryan Anderson,Ryan,,,22:21,0.41,0.38,0.065,0.441,0.264,0.417,0.211,0.333
21400001,1610612740,NOP,New Orleans,2422,John Salmons,John,,,9:32,0.575,0.5,0.0,0.273,0.333,0.6,0.105,0.2
21400001,1610612740,NOP,New Orleans,202690,Jimmer Fredette,Jimmer,,,17:48,0.413,0.325,0.053,0.385,0.409,0.394,0.14,0.364
21400001,1610612740,NOP,New Orleans,203085,Austin Rivers,Austin,,,19:49,0.389,0.356,0.046,0.367,0.403,0.361,0.151,0.333
21400001,1610612740,NOP,New Orleans,203481,Jeff Withey,Jeff,,,2:29,0.333,0.667,0.205,0.0,0.625,0.25,0.0,0.75
21400001,1610612740,NOP,New Orleans,202337,Luke Babbitt,Luke,,,2:29,0.333,0.667,0.205,0.0,0.625,0.25,0.0,0.75
21400001,1610612740,NOP,New Orleans,201582,Alexis Ajinca,Alexis,,,2:29,0.333,0.667,0.205,0.0,0.625,0.25,0.0,0.75
21400001,1610612740,NOP,New Orleans,203121,Darius Miller,Darius,,DNP - Coach's Decision,,,,,,,,,
21400001,1610612753,ORL,Orlando,202699,Tobias Harris,Tobias,F,,36:32,0.392,0.215,0.155,0.282,0.372,0.324,0.109,0.365
21400001,1610612753,ORL,Orlando,203124,Kyle O'Quinn,Kyle,F,,21:22,0.449,0.077,0.158,0.143,0.5,0.208,0.11,0.414
21400001,1610612753,ORL,Orlando,202696,Nikola Vucevic,Nikola,C,,35:03,0.433,0.2,0.181,0.306,0.377,0.288,0.087,0.38
21400001,1610612753,ORL,Orlando,203095,Evan Fournier,Evan,G,,32:15,0.441,0.186,0.182,0.286,0.478,0.217,0.107,0.405
21400001,1610612753,ORL,Orlando,203901,Elfrid Payton,Elfrid,G,,30:46,0.462,0.192,0.188,0.31,0.383,0.234,0.099,0.381
21400001,1610612753,ORL,Orlando,203932,Aaron Gordon,Aaron,,,28:27,0.365,0.313,0.212,0.313,0.418,0.426,0.067,0.405
21400001,1610612753,ORL,Orlando,2732,Ben Gordon,Ben,,,23:01,0.303,0.395,0.202,0.321,0.456,0.378,0.086,0.357
21400001,1610612753,ORL,Orlando,2557,Luke Ridnour,Luke,,,17:14,0.313,0.344,0.19,0.304,0.5,0.432,0.081,0.417
21400001,1610612753,ORL,Orlando,203473,Dewayne Dedmon,Dewayne,,,8:14,0.429,0.571,0.285,0.556,0.444,0.278,0.058,0.4
21400001,1610612753,ORL,Orlando,2584,Willie Green,Willie,,,4:07,0.2,0.8,0.387,0.5,0.364,0.364,0.0,0.625
21400001,1610612753,ORL,Orlando,203906,Devyn Marble,Devyn,,,2:59,0.625,0.25,0.145,0.75,0.4,0.4,0.17,0.333
21400001,1610612753,ORL,Orlando,203090,Maurice Harkless,Maurice,,DNP - Coach's Decision,,,,,,,,,
21400001,1610612753,ORL,Orlando,203094,Andrew Nicholson,Andrew,,DNP - Coach's Decision,,,,,,,,,
21400002,1610612742,DAL,Dallas,202718,Chandler Parsons,Chandler,F,,33:49,0.517,0.207,0.096,0.25,0.596,0.231,0.221,0.296
21400002,1610612742,DAL,Dallas,1717,Dirk Nowitzki,Dirk,F,,31:40,0.52,0.255,0.139,0.259,0.63,0.196,0.246,0.19
21400002,1610612742,DAL,Dallas,2199,Tyson Chandler,Tyson,C,,27:45,0.468,0.17,0.119,0.24,0.692,0.154,0.271,0.222
21400002,1610612742,DAL,Dallas,101145,Monta Ellis,Monta,G,,37:13,0.54,0.19,0.103,0.233,0.552,0.241,0.214,0.29
21400002,1610612742,DAL,Dallas,2749,Jameer Nelson,Jameer,G,,30:28,0.519,0.192,0.106,0.24,0.591,0.25,0.251,0.333
21400002,1610612742,DAL,Dallas,202962,Greg Smith,Greg,,,2:11,0.833,0.0,0.0,0.0,0.0,2.0,0.21,0.0
21400002,1610612742,DAL,Dallas,2734,Devin Harris,Devin,,,29:07,0.616,0.349,0.116,0.211,0.763,0.175,0.25,0.25
21400002,1610612742,DAL,Dallas,201148,Brandan Wright,Brandan,,,18:04,0.625,0.393,0.118,0.25,0.586,0.207,0.184,0.357
