GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
20800001,1610612738,BOS,Boston,1718,Paul Pierce,Paul,F,,38:13,0.5,0.525,0.154,0.257,0.472,0.389,0.223,0.16
20800001,1610612738,BOS,Boston,708,Kevin Garnett,Kevin,F,,36:09,0.518,0.509,0.168,0.25,0.5,0.471,0.213,0.261
20800001,1610612738,BOS,Boston,2570,Kendrick Perkins,Kendrick,C,,20:50,0.419,0.387,0.204,0.25,0.433,0.567,0.241,0.353
20800001,1610612738,BOS,Boston,951,Ray Allen,Ray,G,,40:39,0.449,0.492,0.18,0.211,0.44,0.5,0.223,0.276
20800001,1610612738,BOS,Boston,200765,Rajon Rondo,Rajon,G,,29:57,0.476,0.659,0.173,0.185,0.453,0.349,0.226,0.227
20800001,1610612738,BOS,Boston,2067,Eddie House,Eddie,,,18:03,0.455,0.212,0.184,0.313,0.44,0.72,0.231,0.25
20800001,1610612738,BOS,Boston,2754,Tony Allen,Tony,,,17:17,0.429,0.25,0.222,0.231,0.4,0.72,0.237,0.286
20800001,1610612738,BOS,Boston,200796,Leon Powe,Leon,,,23:07,0.473,0.486,0.164,0.19,0.422,0.344,0.256,0.125
20800001,1610612738,BOS,Boston,201175,Glen Davis,Glen,,,15:45,0.4,0.4,0.185,0.231,0.409,0.545,0.217,0.167
20800001,1610612738,BOS,Boston,200753,Patrick O'Bryant,Patrick,,DNP - Coach's Decision,,,,,,,,,
20800001,1610612738,BOS,Boston,201172,Gabe Pruitt,Gabe,,DNP - Coach's Decision,,,,,,,,,
20800001,1610612738,BOS,Boston,2243,Brian Scalabrine,Brian,,DNP - Coach's Decision,,,,,,,,,
20800001,1610612739,CLE,Cleveland,2544,LeBron James,LeBron,F,,36:00,0.48,0.471,0.227,0.292,0.509,0.481,0.185,0.258
20800001,1610612739,CLE,Cleveland,1112,Ben Wallace,Ben,F,,19:03,0.48,0.44,0.201,0.154,0.452,0.419,0.115,0.316
20800001,1610612739,CLE,Cleveland,980,Zydrunas Ilgauskas,Zydrunas,C,,30:24,0.464,0.476,0.229,0.318,0.442,0.419,0.215,0.259
20800001,1610612739,CLE,Cleveland,2753,Delonte West,Delonte,G,,35:29,0.459,0.408,0.201,0.091,0.5,0.456,0.156,0.265
20800001,1610612739,CLE,Cleveland,2590,Mo Williams,Mo,G,,31:18,0.489,0.5,0.231,0.333,0.467,0.511,0.2,0.25
20800001,1610612739,CLE,Cleveland,1887,Wally Szczerbiak,Wally,,,15:56,0.455,0.5,0.213,0.1,0.5,0.4,0.154,0.167
20800001,1610612739,CLE,Cleveland,200789,Daniel Gibson,Daniel,,,22:38,0.4,0.571,0.241,0.316,0.486,0.5,0.18,0.167
20800001,1610612739,CLE,Cleveland,2760,Anderson Varejao,Anderson,,,26:09,0.438,0.45,0.25,0.3,0.463,0.55,0.194,0.174
20800001,1610612739,CLE,Cleveland,2562,Sasha Pavlovic,Sasha,,,12:34,0.353,0.588,0.255,0.1,0.381,0.381,0.151,0.167
