GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0022400061,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,F,,29.000000:54,0.725,0.1,0.018,0.28,0.615,0.25,0.105,0.1
0022400061,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,30.000000:18,0.822,0.102,0.034,0.263,0.68,0.24,0.135,0.19
0022400061,1610612738,BOS,Boston,201143,Al Horford,Al,C,,26.000000:05,0.704,0.074,0.04,0.333,0.619,0.238,0.117,0.056
0022400061,1610612738,BOS,Boston,1628401,Derrick White,Derrick,G,,26.000000:38,0.804,0.118,0.02,0.222,0.674,0.256,0.138,0.235
0022400061,1610612738,BOS,Boston,201950,Jrue Holiday,Jrue,G,,30.000000:31,0.722,0.063,0.034,0.32,0.606,0.212,0.099,0.083
0022400061,1610612738,BOS,Boston,1628436,Luke Kornet,Luke,,,19.000000:19,0.721,0.118,0.056,0.167,0.647,0.176,0.109,0.267
0022400061,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,,,24.000000:58,0.617,0.085,0.063,0.222,0.607,0.143,0.147,0.211
0022400061,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,,,24.000000:10,0.552,0.083,0.066,0.304,0.592,0.211,0.135,0.158
0022400061,1610612738,BOS,Boston,1630214,Xavier Tillman,Xavier,,,17.000000:42,0.389,0.056,0.061,0.286,0.518,0.143,0.122,0.077
0022400061,1610612738,BOS,Boston,1641775,Jordan Walsh,Jordan,,,6.000000:05,0.077,0.0,0.083,0.222,0.688,0.0,0.273,0.0
0022400061,1610612738,BOS,Boston,1629674,Neemias Queta,Neemias,,,4.000000:20,0.1,0.0,0.111,0.333,0.5,0.0,0.375,0.0
0022400061,1610612738,BOS,Boston,1631248,Baylor Scheierman,Baylor,,DNP - Coach's Decision,,,,,,,,,
0022400061,1610612738,BOS,Boston,1630531,Jaden Springer,Jaden,,DNP - Coach's Decision,,,,,,,,,
0022400061,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,34.000000:10,0.619,0.186,0.103,0.111,0.707,0.057,0.046,0.321
0022400061,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,24.000000:30,0.658,0.289,0.149,0.2,0.809,0.128,0.021,0.235
0022400061,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,23.000000:37,0.654,0.231,0.125,0.059,0.74,0.04,0.022,0.3
0022400061,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,34.000000:37,0.655,0.207,0.119,0.16,0.821,0.119,0.044,0.273
0022400061,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,24.000000:30,0.658,0.289,0.149,0.2,0.809,0.128,0.021,0.235
0022400061,1610612752,NYK,New York,1630579,Jericho Sims,Jericho,,,24.000000:23,0.59,0.179,0.136,0.235,0.567,0.133,0.066,0.25
0022400061,1610612752,NYK,New York,1630540,Miles McBride,Miles,,,25.000000:51,0.58,0.227,0.083,0.182,0.74,0.125,0.042,0.278
0022400061,1610612752,NYK,New York,1626166,Cameron Payne,Cameron,,,20.000000:43,0.618,0.132,0.073,0.111,0.598,0.049,0.051,0.263
0022400061,1610612752,NYK,New York,1642359,Pacôme Dadiet,Pacôme,,,13.000000:23,0.525,0.2,0.162,0.111,0.268,0.0,0.042,0.278
0022400061,1610612752,NYK,New York,1630574,Ariel Hukporti,Ariel,,,6.000000:05,0.688,0.0,0.273,0.0,0.077,0.0,0.083,0.222
0022400061,1610612752,NYK,New York,1642278,Tyler Kolek,Tyler,,,5.000000:24,0.643,0.0,0.3,0.0,0.083,0.0,0.091,0.25
0022400061,1610612752,NYK,New York,1631210,Jacob Toppin,Jacob,,,2.000000:47,0.0,0.0,0.5,0.0,0.0,0.0,0.167,0.5
0022400062,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,F,,35.000000:05,0.528,0.236,0.043,0.333,0.449,0.356,0.199,0.276
0022400062,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,F,,34.000000:39,0.418,0.224,0.087,0.297,0.484,0.281,0.153,0.324
0022400062,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,C,,37.000000:35,0.44,0.267,0.077,0.273,0.485,0.343,0.156,0.212
0022400062,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,G,,36.000000:02,0.472,0.282,0.055,0.275,0.445,0.266,0.168,0.226
0022400062,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,G,,34.000000:13,0.508,0.338,0.073,0.344,0.452,0.258,0.164,0.258
0022400062,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,,,11.000000:25,0.271,0.333,0.041,0.267,0.556,0.556,0.089,0.222
0022400062,1610612747,LAL,Los Angeles,1629216,Gabe Vincent,Gabe,,,17.000000:13,0.484,0.344,0.109,0.267,0.6,0.367,0.115,0.25
0022400062,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,,,15.000000:20,0.483,0.241,0.097,0.333,0.537,0.37,0.141,0.438
0022400062,1610612747,LAL,Los Angeles,1642261,Dalton Knecht,Dalton,,,15.000000:47,0.588,0.147,0.088,0.357,0.536,0.321,0.182,0.357
0022400062,1610612747,LAL,Los Angeles,1642355,Bronny James,Bronny,,,2.000000:41,0.167,0.0,0.0,0.2,0.583,0.0,0.0,0.5
0022400062,1610612747,LAL,Los Angeles,1641720,Jalen Hood-Schifino,Jalen,,DNP - Coach's Decision,,,,,,,,,
0022400062,1610612747,LAL,Los Angeles,1641721,Maxwell Lewis,Maxwell,,DNP - Coach's Decision,,,,,,,,,
0022400062,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,,DNP - Coach's Decision,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,16.000000:00,0.48,0.16,0.296,0.273,0.468,0.226,0.033,0.278
0022400062,1610612750,MIN,Minnesota,203944,Julius Randle,Julius,F,,34.000000:19,0.461,0.297,0.138,0.303,0.417,0.273,0.088,0.324
0022400062,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,35.000000:20,0.483,0.322,0.173,0.185,0.472,0.236,0.042,0.275
0022400062,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,41.000000:04,0.487,0.307,0.146,0.237,0.444,0.272,0.082,0.267
0022400062,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,G,,20.000000:13,0.391,0.281,0.273,0.267,0.535,0.233,0.048,0.381
0022400062,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,26.000000:21,0.532,0.34,0.167,0.346,0.529,0.288,0.088,0.304
0022400062,1610612750,MIN,Minnesota,1628978,Donte DiVincenzo,Donte,,,31.000000:33,0.509,0.429,0.122,0.29,0.5,0.281,0.09,0.367
0022400062,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,,,28.000000:22,0.547,0.377,0.072,0.37,0.442,0.308,0.088,0.269
0022400062,1610612750,MIN,Minnesota,204060,Joe Ingles,Joe,,,6.000000:48,0.429,0.071,0.069,0.143,0.357,0.143,0.0,0.2
0022400062,1610612750,MIN,Minnesota,1642265,Rob Dillingham,Rob,,DNP - Coach's Decision,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1628408,PJ Dozier,PJ,,DNP - Coach's Decision,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1630568,Luka Garza,Luka,,DNP - Coach's Decision,,,,,,,,,
