GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
20900001,1610612738,BOS,Boston,1718,Paul Pierce,Paul,F,,37:59,0.458,0.367,0.18,0.214,0.492,0.373,0.159,0.161
20900001,1610612738,BOS,Boston,708,Kevin Garnett,Kevin,F,,33:05,0.462,0.346,0.182,0.231,0.529,0.373,0.181,0.192
20900001,1610612738,BOS,Boston,2570,Kendrick Perkins,Kendrick,C,,25:42,0.5,0.263,0.169,0.158,0.527,0.324,0.177,0.278
20900001,1610612738,BOS,Boston,951,Ray Allen,Ray,G,,42:21,0.531,0.344,0.169,0.179,0.492,0.475,0.14,0.188
20900001,1610612738,BOS,Boston,200765,Rajon Rondo,Rajon,G,,34:29,0.455,0.291,0.188,0.231,0.509,0.358,0.176,0.185
20900001,1610612738,BOS,Boston,739,Rasheed Wallace,Rasheed,,,23:50,0.541,0.378,0.166,0.214,0.375,0.656,0.13,0.05
20900001,1610612738,BOS,Boston,2605,Marquis Daniels,Marquis,,,17:33,0.636,0.545,0.132,0.125,0.3,0.52,0.144,0.067
20900001,1610612738,BOS,Boston,200749,Shelden Williams,Shelden,,,12:30,0.625,0.375,0.177,0.0,0.235,0.647,0.088,0.091
20900001,1610612738,BOS,Boston,2067,Eddie House,Eddie,,,12:30,0.563,0.625,0.128,0.0,0.267,0.933,0.09,0.1
20900001,1610612738,BOS,Boston,201592,J.R. Giddens,J.R.,,DNP - Coach's Decision,,,,,,,,,
20900001,1610612738,BOS,Boston,201991,Lester Hudson,Lester,,DNP - Coach's Decision,,,,,,,,,
20900001,1610612738,BOS,Boston,2243,Brian Scalabrine,Brian,,NWT- Right Ankle Sprain,,,,,,,,,
20900001,1610612739,CLE,Cleveland,2544,LeBron James,LeBron,F,,44:55,0.478,0.448,0.149,0.167,0.493,0.319,0.171,0.194
20900001,1610612739,CLE,Cleveland,2760,Anderson Varejao,Anderson,F,,32:50,0.51,0.388,0.133,0.2,0.609,0.413,0.192,0.211
20900001,1610612739,CLE,Cleveland,406,Shaquille O'Neal,Shaquille,C,,28:48,0.474,0.513,0.204,0.227,0.477,0.227,0.15,0.136
20900001,1610612739,CLE,Cleveland,1515,Anthony Parker,Anthony,G,,40:10,0.517,0.45,0.143,0.2,0.508,0.286,0.177,0.214
20900001,1610612739,CLE,Cleveland,2590,Mo Williams,Mo,G,,35:02,0.48,0.449,0.17,0.172,0.558,0.385,0.162,0.182
20900001,1610612739,CLE,Cleveland,980,Zydrunas Ilgauskas,Zydrunas,,,24:39,0.412,0.5,0.147,0.053,0.413,0.325,0.144,0.211
20900001,1610612739,CLE,Cleveland,200789,Daniel Gibson,Daniel,,,13:42,0.333,0.571,0.132,0.0,0.447,0.632,0.177,0.125
20900001,1610612739,CLE,Cleveland,201581,JJ Hickson,JJ,,,6:13,0.2,0.3,0.15,0.0,0.389,0.444,0.17,0.25
20900001,1610612739,CLE,Cleveland,200081,Jamario Moon,Jamario,,,13:41,0.333,0.476,0.114,0.167,0.556,0.667,0.212,0.143
20900001,1610612739,CLE,Cleveland,201616,Darnell Jackson,Darnell,,DNP - Coach's Decision,,,,,,,,,
20900001,1610612739,CLE,Cleveland,201207,Coby Karl,Coby,,DNP - Coach's Decision,,,,,,,,,
