GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0022100001,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,F,,30.000000:57,0.531,0.231,0.072,0.2,0.481,0.352,0.104,0.063
0022100001,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,30.000000:57,0.543,0.143,0.071,0.265,0.5,0.288,0.137,0.061
0022100001,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,28.000000:10,0.492,0.145,0.083,0.333,0.628,0.319,0.073,0.13
0022100001,1610612749,MIL,Milwaukee,1628960,Grayson Allen,Grayson,G,,27.000000:43,0.573,0.113,0.05,0.258,0.533,0.289,0.123,0.038
0022100001,1610612749,MIL,Milwaukee,201950,Jrue Holiday,Jrue,G,,17.000000:43,0.595,0.167,0.026,0.368,0.581,0.129,0.115,0.111
0022100001,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,29.000000:58,0.551,0.203,0.104,0.133,0.56,0.241,0.106,0.161
0022100001,1610612749,MIL,Milwaukee,201588,George Hill,George,,,23.000000:21,0.49,0.229,0.057,0.12,0.609,0.196,0.132,0.182
0022100001,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,,,12.000000:24,0.536,0.179,0.037,0.286,0.438,0.25,0.145,0.231
0022100001,1610612749,MIL,Milwaukee,1629670,Jordan Nwora,Jordan,,,26.000000:28,0.518,0.175,0.112,0.222,0.587,0.261,0.172,0.13
0022100001,1610612749,MIL,Milwaukee,1630572,Sandro Mamukelashvili,Sandro,,,7.000000:02,0.611,0.056,0.057,0.333,0.6,0.2,0.269,0.0
0022100001,1610612749,MIL,Milwaukee,1629620,Justin Robinson,Justin,,,4.000000:01,0.65,0.3,0.097,0.5,0.0,1.2,0.207,0.0
0022100001,1610612749,MIL,Milwaukee,1630686,Georgios Kalaitzakis,Georgios,,,1.000000:16,0.25,0.0,0.333,1.0,0.0,0.0,0.0,0.0
0022100001,1610612751,BKN,Brooklyn,201142,Kevin Durant,Kevin,F,,30.000000:15,0.519,0.321,0.107,0.069,0.555,0.234,0.059,0.206
0022100001,1610612751,BKN,Brooklyn,201933,Blake Griffin,Blake,F,,22.000000:59,0.588,0.325,0.101,0.05,0.53,0.14,0.078,0.207
0022100001,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,C,,24.000000:10,0.556,0.2,0.135,0.167,0.543,0.155,0.055,0.357
0022100001,1610612751,BKN,Brooklyn,203925,Joe Harris,Joe,G,,30.000000:46,0.676,0.216,0.146,0.125,0.486,0.129,0.074,0.306
0022100001,1610612751,BKN,Brooklyn,201935,James Harden,James,G,,30.000000:38,0.574,0.204,0.141,0.143,0.547,0.135,0.043,0.306
0022100001,1610612751,BKN,Brooklyn,201988,Patty Mills,Patty,,,29.000000:22,0.612,0.172,0.122,0.179,0.509,0.246,0.092,0.133
0022100001,1610612751,BKN,Brooklyn,200794,Paul Millsap,Paul,,,5.000000:13,0.611,0.222,0.253,0.2,0.538,0.0,0.0,0.167
0022100001,1610612751,BKN,Brooklyn,200746,LaMarcus Aldridge,LaMarcus,,,15.000000:42,0.654,0.308,0.149,0.083,0.5,0.267,0.084,0.063
0022100001,1610612751,BKN,Brooklyn,1628975,Jevon Carter,Jevon,,,18.000000:57,0.339,0.387,0.124,0.045,0.625,0.25,0.046,0.188
0022100001,1610612751,BKN,Brooklyn,201949,James Johnson,James,,,20.000000:43,0.461,0.263,0.092,0.13,0.488,0.19,0.09,0.25
0022100001,1610612751,BKN,Brooklyn,1627761,DeAndre' Bembry,DeAndre',,,3.000000:45,0.0,0.8,0.129,0.0,0.667,0.0,0.222,0.667
0022100001,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,,,3.000000:45,0.0,0.8,0.129,0.0,0.667,0.0,0.222,0.667
0022100001,1610612751,BKN,Brooklyn,1628971,Bruce Brown,Bruce,,,3.000000:45,0.0,0.8,0.129,0.0,0.667,0.0,0.222,0.667
0022100001,1610612751,BKN,Brooklyn,1630561,David Duke Jr.,David,,DNP - Coach's Decision,,,,,,,,,
0022100001,1610612751,BKN,Brooklyn,1630556,Kessler Edwards,Kessler,,DNP - Coach's Decision,,,,,,,,,
0022100002,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,F,,25.000000:44,0.453,0.321,0.173,0.25,0.563,0.089,0.123,0.038
0022100002,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,F,,29.000000:56,0.492,0.283,0.179,0.242,0.582,0.082,0.15,0.036
0022100002,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,C,,15.000000:28,0.391,0.156,0.249,0.211,0.485,0.118,0.123,0.0
0022100002,1610612744,GSW,Golden State,1629673,Jordan Poole,Jordan,G,,25.000000:04,0.51,0.245,0.172,0.2,0.522,0.217,0.171,0.087
0022100002,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36.000000:11,0.507,0.38,0.148,0.222,0.573,0.173,0.124,0.086
0022100002,1610612744,GSW,Golden State,202357,Nemanja Bjelica,Nemanja,,,25.000000:55,0.617,0.362,0.104,0.143,0.511,0.319,0.171,0.2
0022100002,1610612744,GSW,Golden State,2738,Andre Iguodala,Andre,,,22.000000:58,0.6,0.425,0.114,0.059,0.595,0.333,0.185,0.2
0022100002,1610612744,GSW,Golden State,1627814,Damion Lee,Damion,,,29.000000:04,0.604,0.358,0.093,0.125,0.588,0.263,0.133,0.185
0022100002,1610612744,GSW,Golden State,1629308,Juan Toscano-Anderson,Juan,,,12.000000:23,0.5,0.538,0.064,0.231,0.58,0.32,0.131,0.167
0022100002,1610612744,GSW,Golden State,203490,Otto Porter Jr.,Otto,,,11.000000:35,0.571,0.143,0.118,0.0,0.525,0.3,0.225,0.2
