GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400001,1610612738,BOS,Boston,1641775,Jordan Walsh,Jordan,,,4.000000:23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
0022400001,1610612738,BOS,Boston,1641809,Drew Peterson,Drew,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400001,1610612738,BOS,Boston,1631248,Baylor Scheierman,Baylor,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400001,1610612738,BOS,Boston,1630214,Xavier Tillman,Xavier,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,F,,36.000000:06,3.0,5.0,0.6,1.0,3.0,0.333,2.0,3.0,0.667,1.0,4.0,5.0,1.0,3.0,1.0,1.0,5.0,9.0,5.0
0022400002,1610612748,MIA,Miami,201567,Kevin Love,Kevin,F,,9.000000:44,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0
0022400002,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,C,,43.000000:33,8.0,13.0,0.615,1.0,1.0,1.0,3.0,5.0,0.6,6.0,6.0,12.0,3.0,0.0,1.0,1.0,1.0,20.0,1.0
0022400002,1610612748,MIA,Miami,1629639,Tyler Herro,Tyler,G,,42.000000:19,14.0,27.0,0.519,10.0,17.0,0.588,2.0,2.0,1.0,0.0,5.0,5.0,8.0,4.0,0.0,1.0,3.0,40.0,3.0
0022400002,1610612748,MIA,Miami,1626179,Terry Rozier,Terry,G,,39.000000:31,3.0,14.0,0.214,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,7.0,-2.0
0022400002,1610612748,MIA,Miami,1631107,Nikola Jović,Nikola,,,2.000000:30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.0
0022400002,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,,,7.000000:52,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-1.0
0022400002,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,,,24.000000:48,6.0,9.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,2.0,3.0,14.0,-13.0
0022400002,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,,,35.000000:57,6.0,16.0,0.375,2.0,10.0,0.2,0.0,0.0,0.0,2.0,4.0,6.0,3.0,4.0,0.0,1.0,3.0,14.0,14.0
0022400002,1610612748,MIA,Miami,1642276,Kel'el Ware,Kel'el,,,9.000000:27,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,-3.0
0022400002,1610612748,MIA,Miami,1641796,Pelle Larsson,Pelle,,,13.000000:13,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,-7.0
0022400002,1610612748,MIA,Miami,1628418,Thomas Bryant,Thomas,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612748,MIA,Miami,202692,Alec Burks,Alec,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022400002,1610612748,MIA,Miami,1630696,Dru Smith,Dru,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612765,DET,Detroit,203501,Tim Hardaway Jr.,Tim,F,,18.000000:51,3.0,6.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,11.0,6.0
0022400002,1610612765,DET,Detroit,202699,Tobias Harris,Tobias,F,,40.000000:07,7.0,15.0,0.467,2.0,4.0,0.5,2.0,2.0,1.0,2.0,5.0,7.0,4.0,1.0,0.0,2.0,0.0,18.0,4.0
0022400002,1610612765,DET,Detroit,1631105,Jalen Duren,Jalen,C,,30.000000:17,4.0,5.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,11.0,5.0,0.0,2.0,1.0,3.0,8.0,0.0
0022400002,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,G,,40.000000:45,8.0,18.0,0.444,1.0,5.0,0.2,2.0,2.0,1.0,2.0,7.0,9.0,7.0,1.0,0.0,3.0,6.0,19.0,-2.0
0022400002,1610612765,DET,Detroit,1630595,Cade Cunningham,Cade,G,,37.000000:37,6.0,15.0,0.4,2.0,7.0,0.286,7.0,7.0,1.0,0.0,7.0,7.0,9.0,0.0,2.0,7.0,1.0,21.0,-2.0
0022400002,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,,,22.000000:43,4.0,6.0,0.667,0.0,0.0,0.0,5.0,6.0,0.833,5.0,5.0,10.0,1.0,1.0,0.0,0.0,2.0,13.0,2.0
0022400002,1610612765,DET,Detroit,1627736,Malik Beasley,Malik,,,35.000000:18,7.0,17.0,0.412,5.0,11.0,0.455,2.0,3.0,0.667,1.0,4.0,5.0,1.0,1.0,0.0,4.0,2.0,21.0,-9.0
0022400002,1610612765,DET,Detroit,1631323,Simone Fontecchio,Simone,,,23.000000:20,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,10.0,12.0
0022400002,1610612765,DET,Detroit,1641842,Ronald Holland II,Ronald,,,16.000000:03,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0
0022400002,1610612765,DET,Detroit,1631111,Wendell Moore Jr.,Wendell,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612765,DET,Detroit,1630194,Paul Reed,Paul,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400002,1610612765,DET,Detroit,1631204,Marcus Sasser,Marcus,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400003,1610612753,ORL,Orlando,1641783,Tristan da Silva,Tristan,F,,32.000000:02,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,2.0,0.0,1.0,5.0,15.0
0022400003,1610612753,ORL,Orlando,1630532,Franz Wagner,Franz,F,,31.000000:58,14.0,25.0,0.56,2.0,9.0,0.222,2.0,3.0,0.667,1.0,7.0,8.0,5.0,3.0,0.0,2.0,2.0,32.0,19.0
0022400003,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,C,,20.000000:09,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,9.0,-4.0
0022400003,1610612753,ORL,Orlando,203484,Kentavious Caldwell-Pope,Kentavious,G,,24.000000:48,2.0,6.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,11.0
0022400003,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,G,,28.000000:00,7.0,14.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,17.0,17.0
0022400003,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,,,14.000000:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,7.0,12.0
0022400003,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,,,24.000000:35,3.0,12.0,0.25,1.0,8.0,0.125,1.0,2.0,0.5,0.0,5.0,5.0,3.0,0.0,2.0,1.0,4.0,8.0,19.0
0022400003,1610612753,ORL,Orlando,203914,Gary Harris,Gary,,,16.000000:48,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0
0022400003,1610612753,ORL,Orlando,1629021,Moritz Wagner,Moritz,,,23.000000:32,5.0,7.0,0.714,2.0,4.0,0.5,6.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,18.0,30.0
0022400003,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,,,9.000000:39,2.0,5.0,0.4,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,6.0,-6.0
0022400003,1610612753,ORL,Orlando,1641724,Jett Howard,Jett,,,6.000000:14,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-3.0
0022400003,1610612753,ORL,Orlando,1631216,Caleb Houstan,Caleb,,,4.000000:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0022400003,1610612753,ORL,Orlando,202709,Cory Joseph,Cory,,,1.000000:58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0
0022400003,1610612753,ORL,Orlando,1630243,Trevelin Queen,Trevelin,,,1.000000:58,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0
0022400003,1610612766,CHA,Charlotte,1630182,Josh Green,Josh,F,,28.000000:39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,-22.0
0022400003,1610612766,CHA,Charlotte,1629684,Grant Williams,Grant,F,,31.000000:11,5.0,9.0,0.556,3.0,5.0,0.6,2.0,4.0,0.5,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,15.0,-7.0
0022400003,1610612766,CHA,Charlotte,201959,Taj Gibson,Taj,C,,14.000000:18,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,-8.0
0022400003,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,G,,37.000000:32,3.0,18.0,0.167,1.0,11.0,0.091,1.0,1.0,1.0,0.0,3.0,3.0,7.0,2.0,0.0,5.0,3.0,8.0,-23.0
0022400003,1610612766,CHA,Charlotte,1630163,LaMelo Ball,LaMelo,G,,35.000000:07,13.0,27.0,0.481,6.0,14.0,0.429,3.0,3.0,1.0,1.0,5.0,6.0,7.0,0.0,0.0,3.0,3.0,35.0,-12.0
0022400003,1610612766,CHA,Charlotte,1631217,Moussa Diabate,Moussa,,,29.000000:57,6.0,7.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,15.0,2.0,1.0,3.0,0.0,0.0,12.0,-10.0
0022400003,1610612766,CHA,Charlotte,1628998,Cody Martin,Cody,,,19.000000:27,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,8.0,-12.0
0022400003,1610612766,CHA,Charlotte,203552,Seth Curry,Seth,,,5.000000:44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0022400003,1610612766,CHA,Charlotte,1642275,Tidjane Salaün,Tidjane,,,20.000000:34,1.0,6.0,0.167,1.0,3.0,0.333,0.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,3.0,-25.0
0022400003,1610612766,CHA,Charlotte,203995,Vasilije Micić,Vasilije,,,13.000000:35,1.0,5.0,0.2,0.0,1.0,0.0,2.0,4.0,0.5,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,-10.0
0022400003,1610612766,CHA,Charlotte,1631197,Jared Rhoden,Jared,,,1.000000:58,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0022400003,1610612766,CHA,Charlotte,1641733,Nick Smith Jr.,Nick,,,1.000000:58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0022400004,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,37.000000:24,6.0,8.0,0.75,1.0,3.0,0.333,1.0,1.0,1.0,1.0,11.0,12.0,10.0,1.0,1.0,4.0,3.0,14.0,16.0
0022400004,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,40.000000:41,11.0,16.0,0.688,2.0,4.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,1.0,0.0,1.0,24.0,18.0
0022400004,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,38.000000:26,7.0,16.0,0.438,2.0,6.0,0.333,5.0,6.0,0.833,3.0,10.0,13.0,6.0,1.0,1.0,2.0,3.0,21.0,11.0
0022400004,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,35.000000:22,7.0,13.0,0.538,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,14.0,5.0
0022400004,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,34.000000:52,5.0,15.0,0.333,0.0,4.0,0.0,8.0,8.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,6.0,1.0,18.0,7.0
0022400004,1610612752,NYK,New York,1630579,Jericho Sims,Jericho,,,9.000000:34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0
0022400004,1610612752,NYK,New York,1630540,Miles McBride,Miles,,,25.000000:52,6.0,12.0,0.5,3.0,8.0,0.375,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,15.0,12.0
0022400004,1610612752,NYK,New York,1630346,Matt Ryan,Matt,,,8.000000:48,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
0022400004,1610612752,NYK,New York,1626166,Cameron Payne,Cameron,,,9.000000:01,1.0,5.0,0.2,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,-4.0
0022400004,1610612752,NYK,New York,1642359,Pacôme Dadiet,Pacôme,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612752,NYK,New York,1630574,Ariel Hukporti,Ariel,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612752,NYK,New York,1642278,Tyler Kolek,Tyler,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612752,NYK,New York,1631210,Jacob Toppin,Jacob,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612755,PHI,Philadelphia,202331,Paul George,Paul,F,,32.000000:08,10.0,19.0,0.526,7.0,11.0,0.636,2.0,2.0,1.0,1.0,9.0,10.0,3.0,3.0,1.0,4.0,3.0,29.0,-11.0
0022400004,1610612755,PHI,Philadelphia,1628997,Caleb Martin,Caleb,F,,35.000000:55,7.0,10.0,0.7,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0,17.0,-14.0
0022400004,1610612755,PHI,Philadelphia,203954,Joel Embiid,Joel,C,,26.000000:25,2.0,11.0,0.182,1.0,5.0,0.2,8.0,8.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,3.0,13.0,-7.0
0022400004,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,G,,28.000000:38,1.0,6.0,0.167,0.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,6.0,1.0,0.0,2.0,1.0,5.0,5.0,-3.0
0022400004,1610612755,PHI,Philadelphia,200768,Kyle Lowry,Kyle,G,,26.000000:21,1.0,5.0,0.2,0.0,4.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,-7.0
0022400004,1610612755,PHI,Philadelphia,203083,Andre Drummond,Andre,,,18.000000:03,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,5.0,-7.0
0022400004,1610612755,PHI,Philadelphia,1627824,Guerschon Yabusele,Guerschon,,,19.000000:24,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,2.0,6.0,8.0,0.0,1.0,0.0,3.0,2.0,3.0,-9.0
0022400004,1610612755,PHI,Philadelphia,1630288,Jeff Dowtin Jr.,Jeff,,,21.000000:39,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,-5.0
0022400004,1610612755,PHI,Philadelphia,1642272,Jared McCain,Jared,,,30.000000:14,7.0,16.0,0.438,4.0,10.0,0.4,5.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,23.0,3.0
0022400004,1610612755,PHI,Philadelphia,1641741,Ricky Council IV,Ricky,,,0.000000:36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400004,1610612755,PHI,Philadelphia,1641737,Adem Bona,Adem,,,0.000000:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400004,1610612755,PHI,Philadelphia,201569,Eric Gordon,Eric,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612755,PHI,Philadelphia,202704,Reggie Jackson,Reggie,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400004,1610612755,PHI,Philadelphia,1630231,KJ Martin,KJ,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400005,1610612749,MIL,Milwaukee,1627752,Taurean Prince,Taurean,F,,21.000000:40,3.0,7.0,0.429,3.0,5.0,0.6,0.0,0.0,0.0,1.0,6.0,7.0,2.0,0.0,0.0,2.0,4.0,9.0,-5.0
0022400005,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,33.000000:20,9.0,12.0,0.75,0.0,1.0,0.0,5.0,9.0,0.556,1.0,3.0,4.0,7.0,0.0,4.0,4.0,2.0,23.0,1.0
0022400005,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,36.000000:51,5.0,14.0,0.357,2.0,10.0,0.2,1.0,1.0,1.0,2.0,5.0,7.0,3.0,2.0,3.0,0.0,4.0,13.0,18.0
0022400005,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,G,,30.000000:07,4.0,14.0,0.286,4.0,14.0,0.286,0.0,0.0,0.0,2.0,3.0,5.0,3.0,2.0,0.0,1.0,2.0,12.0,12.0
0022400005,1610612749,MIL,Milwaukee,1631157,Ryan Rollins,Ryan,G,,22.000000:21,4.0,12.0,0.333,4.0,7.0,0.571,0.0,0.0,0.0,1.0,4.0,5.0,3.0,5.0,0.0,2.0,2.0,12.0,10.0
0022400005,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,,,18.000000:00,8.0,17.0,0.471,1.0,7.0,0.143,0.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,17.0,7.0
0022400005,1610612749,MIL,Milwaukee,1629018,Gary Trent Jr.,Gary,,,5.000000:57,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0022400005,1610612749,MIL,Milwaukee,1626153,Delon Wright,Delon,,,23.000000:43,1.0,5.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0
0022400005,1610612749,MIL,Milwaukee,1641748,Andre Jackson Jr.,Andre,,,18.000000:22,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,18.0
0022400005,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,19.000000:59,2.0,7.0,0.286,1.0,5.0,0.2,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,6.0,10.0
0022400005,1610612749,MIL,Milwaukee,1641753,Chris Livingston,Chris,,,1.000000:56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0022400005,1610612749,MIL,Milwaukee,1630649,Stanley Umude,Stanley,,,1.000000:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
0022400005,1610612749,MIL,Milwaukee,1642358,AJ Johnson,AJ,,,1.000000:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
0022400005,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,1.000000:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0
0022400005,1610612749,MIL,Milwaukee,1641890,Tyler Smith,Tyler,,,1.000000:56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0
